filename,avg_r,avg_g,avg_b
bgr_bgr_311KDyOGX-L.jpg,206.37997093023256,206.17048837209302,208.82931976744186
bgr_bgr_bgr_311KDyOGX-L.jpg,208.82931976744186,206.17048837209302,206.37997093023256
enh_bgr_bgr_311KDyOGX-L.jpg,193.57275581395348,193.48770930232558,194.26341279069769
gray_bgr_bgr_311KDyOGX-L.jpg,206.51891860465116,206.51891860465116,206.51891860465116
bgr_bgr_31NrJL0ptUL.jpg,78.547024,79.925864,88.293852
bgr_bgr_bgr_31NrJL0ptUL.jpg,88.293852,79.925864,78.547024
enh_bgr_bgr_31NrJL0ptUL.jpg,77.600072,80.381068,93.1336
gray_bgr_bgr_31NrJL0ptUL.jpg,80.456052,80.456052,80.456052
bgr_bgr_31pXX4Rez+L.jpg,199.534824,197.548476,199.1392
bgr_bgr_bgr_31pXX4Rez+L.jpg,199.1392,197.548476,199.534824
enh_bgr_bgr_31pXX4Rez+L.jpg,191.048892,189.851836,190.84404
gray_bgr_bgr_31pXX4Rez+L.jpg,198.3695,198.3695,198.3695
bgr_bgr_31tXwsuJVnL.jpg,243.50740967324384,243.00224850075,242.92301704289716
bgr_bgr_bgr_31tXwsuJVnL.jpg,242.92301704289716,243.00224850075,243.50740967324384
enh_bgr_bgr_31tXwsuJVnL.jpg,236.95032440087385,236.0526296879943,235.9413483619278
gray_bgr_bgr_31tXwsuJVnL.jpg,243.16554075295335,243.16554075295335,243.16554075295335
bgr_bgr_41-pkFYnBlL.jpg,243.801292,243.962535,242.845999
bgr_bgr_bgr_41-pkFYnBlL.jpg,242.845999,243.962535,243.801292
enh_bgr_bgr_41-pkFYnBlL.jpg,243.571671,243.792079,242.290425
gray_bgr_bgr_41-pkFYnBlL.jpg,243.857636,243.857636,243.857636
bgr_bgr_41-wL9OnhxL.jpg,241.08209644444443,241.91385244444444,240.96293644444444
bgr_bgr_bgr_41-wL9OnhxL.jpg,240.96293644444444,241.91385244444444,241.08209644444443
enh_bgr_bgr_41-wL9OnhxL.jpg,235.97593555555557,234.66480444444446,233.1855711111111
gray_bgr_bgr_41-wL9OnhxL.jpg,241.54798266666666,241.54798266666666,241.54798266666666
bgr_bgr_410YLrm23nL.jpg,170.405832,170.456188,171.70986
bgr_bgr_bgr_410YLrm23nL.jpg,171.70986,170.456188,170.405832
enh_bgr_bgr_410YLrm23nL.jpg,160.013684,160.050464,160.909632
gray_bgr_bgr_410YLrm23nL.jpg,170.584648,170.584648,170.584648
bgr_bgr_414sdiZ7XBL.jpg,36.116316,33.266388,32.544068
bgr_bgr_bgr_414sdiZ7XBL.jpg,32.544068,33.266388,36.116316
enh_bgr_bgr_414sdiZ7XBL.jpg,40.88088,36.723116,35.653564
gray_bgr_bgr_414sdiZ7XBL.jpg,34.036864,34.036864,34.036864
bgr_bgr_417O+Pw4MaL.jpg,253.7214768212643,248.90265250521742,224.5182749871026
bgr_bgr_bgr_417O+Pw4MaL.jpg,224.5182749871026,248.90265250521742,253.7214768212643
enh_bgr_bgr_417O+Pw4MaL.jpg,253.4532033927628,245.16471101198408,218.2655521110472
gray_bgr_bgr_417O+Pw4MaL.jpg,247.5547540449594,247.5547540449594,247.5547540449594
bgr_bgr_419pyIax1LL.jpg,228.51376720183487,218.97814220183486,206.35370412844037
bgr_bgr_bgr_419pyIax1LL.jpg,206.35370412844037,218.97814220183486,228.51376720183487
enh_bgr_bgr_419pyIax1LL.jpg,221.7396502293578,206.97429472477063,189.17565366972477
gray_bgr_bgr_419pyIax1LL.jpg,220.3971502293578,220.3971502293578,220.3971502293578
bgr_bgr_41AbkzoyLgL.jpg,48.644972126105344,44.9150461361015,45.44198577470204
bgr_bgr_bgr_41AbkzoyLgL.jpg,45.44198577470204,44.9150461361015,48.644972126105344
enh_bgr_bgr_41AbkzoyLgL.jpg,62.11056708958093,57.37328335255671,58.23181564782776
gray_bgr_bgr_41AbkzoyLgL.jpg,46.104591503267976,46.104591503267976,46.104591503267976
bgr_bgr_41ANE5peNRL.jpg,214.878144,211.482724,212.07862
bgr_bgr_bgr_41ANE5peNRL.jpg,212.07862,211.482724,214.878144
enh_bgr_bgr_41ANE5peNRL.jpg,204.082236,195.196024,199.098072
gray_bgr_bgr_41ANE5peNRL.jpg,212.57098,212.57098,212.57098
bgr_bgr_41B4Wns4OaL.jpg,245.48546028137207,246.08618831634521,247.087140083313
bgr_bgr_bgr_41B4Wns4OaL.jpg,247.087140083313,246.08618831634521,245.48546028137207
enh_bgr_bgr_41B4Wns4OaL.jpg,239.68149948120117,240.7406301498413,242.5446081161499
gray_bgr_bgr_41B4Wns4OaL.jpg,246.03136825561523,246.03136825561523,246.03136825561523
bgr_enh_31489jH+cnL.jpg,197.051004,159.359456,159.459196
bgr_bgr_enh_31489jH+cnL.jpg,159.459196,159.359456,197.051004
enh_bgr_enh_31489jH+cnL.jpg,179.632948,159.088392,159.077944
gray_bgr_enh_31489jH+cnL.jpg,170.619428,170.619428,170.619428
bgr_enh_314p2NKHdLL.jpg,188.604516,189.38616,227.370428
bgr_bgr_enh_314p2NKHdLL.jpg,227.370428,189.38616,188.604516
enh_bgr_enh_314p2NKHdLL.jpg,186.980368,187.284284,227.860264
gray_bgr_enh_314p2NKHdLL.jpg,193.476752,193.476752,193.476752
bgr_enh_31mBPq8-wbS.jpg,244.87293,244.898943,244.809603
bgr_bgr_enh_31mBPq8-wbS.jpg,244.809603,244.898943,244.87293
enh_bgr_enh_31mBPq8-wbS.jpg,238.881413,238.930039,238.769278
gray_bgr_enh_31mBPq8-wbS.jpg,244.881222,244.881222,244.881222
bgr_enh_31P25z7akHL.jpg,179.935008,179.929468,180.668036
bgr_bgr_enh_31P25z7akHL.jpg,180.668036,179.929468,179.935008
enh_bgr_enh_31P25z7akHL.jpg,181.646836,181.649816,182.40468
gray_bgr_enh_31P25z7akHL.jpg,180.015264,180.015264,180.015264
bgr_enh_31Zyi7A4YML.jpg,164.30201770939178,190.534655247496,163.191145304108
bgr_bgr_enh_31Zyi7A4YML.jpg,163.191145304108,190.534655247496,164.30201770939178
enh_bgr_enh_31Zyi7A4YML.jpg,160.37826099579038,167.89957903904775,159.35232399477428
gray_bgr_enh_31Zyi7A4YML.jpg,179.56966177964873,179.56966177964873,179.56966177964873
bgr_enh_41-TO+XFB5S.jpg,229.47600658350828,229.85804137669876,229.93989836783035
bgr_bgr_enh_41-TO+XFB5S.jpg,229.93989836783035,229.85804137669876,229.47600658350828
enh_bgr_enh_41-TO+XFB5S.jpg,228.75183053284408,229.10094581228324,229.27729626477617
gray_bgr_enh_41-TO+XFB5S.jpg,229.75282259535783,229.75282259535783,229.75282259535783
bgr_enh_41-ZENEWPKL.jpg,237.95757434402333,239.62252728029986,242.68448812994586
bgr_bgr_enh_41-ZENEWPKL.jpg,242.68448812994586,239.62252728029986,237.95757434402333
enh_bgr_enh_41-ZENEWPKL.jpg,237.1208256559767,237.2829394418992,238.0024563098709
gray_bgr_enh_41-ZENEWPKL.jpg,239.4726703873386,239.4726703873386,239.4726703873386
bgr_enh_41-zgiJ0SfL.jpg,169.011352,168.705244,197.345896
bgr_bgr_enh_41-zgiJ0SfL.jpg,197.345896,168.705244,169.011352
enh_bgr_enh_41-zgiJ0SfL.jpg,168.18074,168.095776,191.674848
gray_bgr_enh_41-zgiJ0SfL.jpg,172.097344,172.097344,172.097344
bgr_enh_41-zjKIsLnL.jpg,221.00116685890043,221.86065455594002,222.3845905420992
bgr_bgr_enh_41-zjKIsLnL.jpg,222.3845905420992,221.86065455594002,221.00116685890043
enh_bgr_enh_41-zjKIsLnL.jpg,207.00546232218377,208.4707679738562,209.32220588235293
gray_bgr_enh_41-zjKIsLnL.jpg,221.6687187620146,221.6687187620146,221.6687187620146
bgr_enh_41-ZqvmH0ML.jpg,134.886064,117.256444,112.73138
bgr_bgr_enh_41-ZqvmH0ML.jpg,112.73138,117.256444,134.886064
enh_bgr_enh_41-ZqvmH0ML.jpg,134.616384,112.442688,112.09794
gray_bgr_enh_41-ZqvmH0ML.jpg,122.016152,122.016152,122.016152
bgr_enh_410azJOwRhL.jpg,156.584888,147.370034,145.44873
bgr_bgr_enh_410azJOwRhL.jpg,145.44873,147.370034,156.584888
enh_bgr_enh_410azJOwRhL.jpg,142.287364,130.138559,127.600131
gray_bgr_enh_410azJOwRhL.jpg,149.97591,149.97591,149.97591
bgr_enh_410HMvydQbL.jpg,228.22525027420133,223.84881851415318,222.8313973738549
bgr_bgr_enh_410HMvydQbL.jpg,222.8313973738549,223.84881851415318,228.22525027420133
enh_bgr_enh_410HMvydQbL.jpg,224.20668442446663,216.69606417558467,215.05397998604792
gray_bgr_enh_410HMvydQbL.jpg,225.04278638444472,225.04278638444472,225.04278638444472
bgr_enh_410Npa4ENhL.jpg,191.987196,186.729856,211.525016
bgr_bgr_enh_410Npa4ENhL.jpg,211.525016,186.729856,191.987196
enh_bgr_enh_410Npa4ENhL.jpg,186.699836,182.323568,209.897108
gray_bgr_enh_410Npa4ENhL.jpg,191.12792,191.12792,191.12792
bgr_enh_412zKMDVN1L.jpg,222.020532,225.281732,237.392204
bgr_bgr_enh_412zKMDVN1L.jpg,237.392204,225.281732,222.020532
enh_bgr_enh_412zKMDVN1L.jpg,220.403092,223.893636,233.066884
gray_bgr_enh_412zKMDVN1L.jpg,225.693796,225.693796,225.693796
bgr_enh_414MehewjTL.jpg,229.86872,233.464024,239.708956
bgr_bgr_enh_414MehewjTL.jpg,239.708956,233.464024,229.86872
enh_bgr_enh_414MehewjTL.jpg,222.736684,224.747184,232.484132
gray_bgr_enh_414MehewjTL.jpg,233.102144,233.102144,233.102144
bgr_enh_419jb8kClXL.jpg,240.9144997708768,240.85995552723682,242.94224206741688
bgr_bgr_enh_419jb8kClXL.jpg,242.94224206741688,240.85995552723682,240.9144997708768
enh_bgr_enh_419jb8kClXL.jpg,239.62715939917038,239.57720457769264,240.80942019405393
gray_bgr_enh_419jb8kClXL.jpg,241.112718673491,241.112718673491,241.112718673491
bgr_enh_41B3BpMWCML.jpg,222.738536,225.076616,222.446204
bgr_bgr_enh_41B3BpMWCML.jpg,222.446204,225.076616,222.738536
enh_bgr_enh_41B3BpMWCML.jpg,217.296428,221.359384,216.238564
gray_bgr_enh_41B3BpMWCML.jpg,224.08006,224.08006,224.08006
enh_21twwj6e-VL.jpg,197.1440273972603,188.41142465753424,176.05126027397262
bgr_enh_21twwj6e-VL.jpg,176.05126027397262,188.41142465753424,197.1440273972603
enh_enh_21twwj6e-VL.jpg,190.97468493150686,180.3729315068493,161.86369863013698
gray_enh_21twwj6e-VL.jpg,189.60205479452054,189.60205479452054,189.60205479452054
enh_31+B4SvByXL.jpg,201.07697859327217,197.94023241590213,193.02851987767585
bgr_enh_31+B4SvByXL.jpg,193.02851987767585,197.94023241590213,201.07697859327217
enh_enh_31+B4SvByXL.jpg,188.56309480122323,185.04741896024464,180.70615290519876
gray_enh_31+B4SvByXL.jpg,198.3217247706422,198.3217247706422,198.3217247706422
enh_31AnSDFDuuL.jpg,67.798928,68.753704,69.413424
bgr_enh_31AnSDFDuuL.jpg,69.413424,68.753704,67.798928
enh_enh_31AnSDFDuuL.jpg,60.083212,60.405576,61.082708
gray_enh_31AnSDFDuuL.jpg,68.543376,68.543376,68.543376
enh_31C8QnlC+US.jpg,244.66276792525167,244.68000446624427,244.1395059069045
bgr_enh_31C8QnlC+US.jpg,244.1395059069045,244.68000446624427,244.66276792525167
enh_enh_31C8QnlC+US.jpg,238.9011418566138,238.93187396495776,237.9574609994111
gray_enh_31C8QnlC+US.jpg,244.61099802773813,244.61099802773813,244.61099802773813
enh_31JkXky0yvL.jpg,244.34761071061848,243.97532669961365,242.4267372884486
bgr_enh_31JkXky0yvL.jpg,242.4267372884486,243.97532669961365,244.34761071061848
enh_enh_31JkXky0yvL.jpg,239.66385846939002,238.9275556864148,236.23324922460617
gray_enh_31JkXky0yvL.jpg,243.96940109731813,243.96940109731813,243.96940109731813
enh_31ro-gRIawL.jpg,225.98022933333334,225.342352,212.544896
bgr_enh_31ro-gRIawL.jpg,212.544896,225.342352,225.98022933333334
enh_enh_31ro-gRIawL.jpg,216.61314666666667,215.795536,206.37174933333333
gray_enh_31ro-gRIawL.jpg,224.07318933333335,224.07318933333335,224.07318933333335
enh_31V4WiFGYcL.jpg,241.7137050628662,241.7137050628662,241.7137050628662
bgr_enh_31V4WiFGYcL.jpg,241.7137050628662,241.7137050628662,241.7137050628662
enh_enh_31V4WiFGYcL.jpg,233.18612957000732,233.18612957000732,233.18612957000732
gray_enh_31V4WiFGYcL.jpg,241.7137050628662,241.7137050628662,241.7137050628662
enh_31zuVfkm+cL.jpg,131.27087338501292,195.8690439276486,221.1484031007752
bgr_enh_31zuVfkm+cL.jpg,221.1484031007752,195.8690439276486,131.27087338501292
enh_enh_31zuVfkm+cL.jpg,112.29549354005168,204.506496124031,218.73963824289405
gray_enh_31zuVfkm+cL.jpg,179.4748165374677,179.4748165374677,179.4748165374677
enh_41+9x+bJjnL.jpg,216.07603759398495,215.8606766917293,214.458007518797
bgr_enh_41+9x+bJjnL.jpg,214.458007518797,215.8606766917293,216.07603759398495
enh_enh_41+9x+bJjnL.jpg,210.49475187969924,210.03987969924813,208.5542030075188
gray_enh_41+9x+bJjnL.jpg,215.76542857142857,215.76542857142857,215.76542857142857
enh_41+M0ofMNWL.jpg,243.201499,243.217056,243.324357
bgr_enh_41+M0ofMNWL.jpg,243.324357,243.217056,243.201499
enh_enh_41+M0ofMNWL.jpg,241.970189,241.974849,241.997518
gray_enh_41+M0ofMNWL.jpg,243.223449,243.223449,243.223449
enh_41+PdkhCYYL.jpg,206.38458,178.475108,169.711988
bgr_enh_41+PdkhCYYL.jpg,169.711988,178.475108,206.38458
enh_enh_41+PdkhCYYL.jpg,199.87656,175.053192,167.57376
gray_enh_41+PdkhCYYL.jpg,185.81474,185.81474,185.81474
enh_41+vTV0+jNS.jpg,243.8113195495813,243.8113195495813,243.8113195495813
bgr_enh_41+vTV0+jNS.jpg,243.8113195495813,243.8113195495813,243.8113195495813
enh_enh_41+vTV0+jNS.jpg,243.2355995652699,243.2355995652699,243.2355995652699
gray_enh_41+vTV0+jNS.jpg,243.8113195495813,243.8113195495813,243.8113195495813
enh_41+ZzOsNgUL.jpg,84.604876,74.309292,49.710768
bgr_enh_41+ZzOsNgUL.jpg,49.710768,74.309292,84.604876
enh_enh_41+ZzOsNgUL.jpg,85.855132,77.697024,52.046996
gray_enh_41+ZzOsNgUL.jpg,74.578544,74.578544,74.578544
enh_41-n5SRwUIL.jpg,251.385035,250.913739,250.771075
bgr_enh_41-n5SRwUIL.jpg,250.771075,250.913739,251.385035
enh_enh_41-n5SRwUIL.jpg,249.604689,248.764563,248.516408
gray_enh_41-n5SRwUIL.jpg,251.035328,251.035328,251.035328
enh_41-SacpPb0L.jpg,202.106584,217.034141,230.694425
bgr_enh_41-SacpPb0L.jpg,230.694425,217.034141,202.106584
enh_enh_41-SacpPb0L.jpg,187.918973,203.947945,226.472551
gray_enh_41-SacpPb0L.jpg,214.13256,214.13256,214.13256
enh_410kqhlFymL.jpg,230.4859661016949,230.24641807909603,144.99733898305084
bgr_enh_410kqhlFymL.jpg,144.99733898305084,230.24641807909603,230.4859661016949
enh_enh_410kqhlFymL.jpg,227.33498305084746,227.2664011299435,139.0740451977401
gray_enh_410kqhlFymL.jpg,220.60570056497176,220.60570056497176,220.60570056497176
enh_4113PrQh6RL.jpg,237.26607266435985,236.60778738946559,235.8972750865052
bgr_enh_4113PrQh6RL.jpg,235.8972750865052,236.60778738946559,237.26607266435985
enh_enh_4113PrQh6RL.jpg,236.75832852748943,235.92816032295272,235.4873202614379
gray_enh_4113PrQh6RL.jpg,236.7229200307574,236.7229200307574,236.7229200307574
